zaman_unix,icao24,enlem,boylam,hiz,yon,dikey_hiz,geo_irtifa_m,baro_irtifa_m,zaman,ucus_numarasi,kalkis_havaalani,varis_havaalani,basinc_hpa,ti1_indeksi,edr_proxy
1547581995,4ba9a9,40.58409118652344,30.28814697265625,203.94055159407904,126.17613805695952,3.90144,7680.96,7993.38,2019-01-15 19:53:15+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581996,4ba9a9,40.583587646484375,30.28900146484375,203.94055159407904,126.17613805695952,3.90144,7688.58,8001.0,2019-01-15 19:53:16+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581997,4ba9a9,40.58180236816406,30.29229736328125,204.35603959700677,126.09099998805839,4.55168,7696.200000000001,8008.620000000001,2019-01-15 19:53:17+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581998,4ba9a9,40.58180236816406,30.29229736328125,204.6595050390726,126.20738171018202,4.55168,7696.200000000001,8008.620000000001,2019-01-15 19:53:18+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581999,4ba9a9,40.57969665527344,30.2960205078125,204.6595050390726,126.20738171018202,4.55168,7703.820000000001,8016.240000000001,2019-01-15 19:53:19+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547582000,4ba9a9,40.57923889160156,30.296875,204.6595050390726,126.20738171018202,4.55168,7703.820000000001,8016.240000000001,2019-01-15 19:53:20+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547582001,4ba9a9,40.57923889160156,30.296875,204.6595050390726,126.20738171018202,4.55168,7711.4400000000005,8023.860000000001,2019-01-15 19:53:21+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547582002,4ba9a9,40.57740783691406,30.3001708984375,204.6595050390726,126.20738171018202,4.55168,7711.4400000000005,8031.4800000000005,2019-01-15 19:53:22+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547582003,4ba9a9,40.57595463122352,30.30272743918679,204.6595050390726,126.20738171018202,4.55168,7719.06,8031.4800000000005,2019-01-15 19:53:23+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547582004,4ba9a9,40.57525634765625,30.303955078125,204.6595050390726,126.20738171018202,4.55168,7726.68,8039.1,2019-01-15 19:53:24+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
